Year	Month	Day	Hour	VP (Pa)
2009	1	26	3	256.063605
2009	1	26	6	247.2031598
2009	1	26	9	225.5087566
2009	1	26	12	186.6924636
2009	1	26	15	155.4226609
2009	1	26	18	208.6684532
2009	1	26	21	239.4531391
2009	1	27	0	227.5693696
2009	1	27	3	186.3482958
2009	1	27	6	210.1227735
2009	1	27	9	245.5241657
2009	1	27	12	271.9463885
2009	1	27	15	308.5582131
2009	1	27	18	366.0572105
2009	1	27	21	407.6164811
2009	1	28	0	386.6994303
2009	1	28	3	314.9582156
2009	1	28	6	282.152894
2009	1	28	9	251.4562162
2009	1	28	12	238.682846
2009	1	28	15	253.3660822
2009	1	28	18	368.3944196
2009	1	28	21	381.534966
2009	1	29	0	342.6245719
2009	1	29	3	288.865898
2009	1	29	6	283.9999622
2009	1	29	9	281.5936615
2009	1	29	12	286.5565274
2009	1	29	15	303.3018781
2009	1	29	18	318.3247657
2009	1	29	21	341.9131836
2009	1	30	0	322.8588149
2009	1	30	3	245.9076669
2009	1	30	6	237.4289315
2009	1	30	9	237.6458955
2009	1	30	12	246.7712719
2009	1	30	15	312.4396649
2009	1	30	18	420.9297172
2009	1	30	21	449.2895878
2009	1	31	0	416.1547835
2009	1	31	3	360.9484667
2009	1	31	6	369.0298963
2009	1	31	9	341.8916311
2009	1	31	12	348.0110417
2009	1	31	15	377.2141022
2009	1	31	18	361.802077
2009	1	31	21	342.2003751
2009	2	1	0	312.2997556
2009	2	1	3	225.0810326
2009	2	1	6	209.9952333
2009	2	1	9	207.3375888
2009	2	1	12	220.0343512
2009	2	1	15	256.9430402
2009	2	1	18	271.4706215
2009	2	1	21	297.9641624
2009	2	2	0	284.3570057
2009	2	2	3	205.7781358
2009	2	2	6	212.8198741
2009	2	2	9	210.5371875
2009	2	2	12	213.6458519
2009	2	2	15	268.6860688
2009	2	2	18	375.4725587
2009	2	2	21	413.496303
2009	2	3	0	378.7210246
2009	2	3	3	259.3585427
2009	2	3	6	248.7486663
2009	2	3	9	241.5609318
2009	2	3	12	260.5389825
2009	2	3	15	348.9632449
2009	2	3	18	440.7287967
2009	2	3	21	459.0651421
2009	2	4	0	398.1945523
2009	2	4	3	249.4444818
2009	2	4	6	239.0980354
2009	2	4	9	233.5188088
2009	2	4	12	246.8479655
2009	2	4	15	322.9891599
2009	2	4	18	402.4243497
2009	2	4	21	410.4728101
2009	2	5	0	384.9928612
2009	2	5	3	319.862542
2009	2	5	6	328.3402879
2009	2	5	9	353.9155737
2009	2	5	12	373.0370851
2009	2	5	15	425.9068295
2009	2	5	18	472.8728136
2009	2	5	21	490.3354683
2009	2	6	0	465.3856429
2009	2	6	3	430.5247457
2009	2	6	6	446.0647204
2009	2	6	9	428.1356847
2009	2	6	12	405.7053157
2009	2	6	15	433.3942497
2009	2	6	18	472.5981656
2009	2	6	21	484.3082235
2009	2	7	0	462.2278558
2009	2	7	3	391.5200133
2009	2	7	6	412.2463279
2009	2	7	9	407.0063757
2009	2	7	12	388.5827195
2009	2	7	15	417.1501141
2009	2	7	18	467.6198669
2009	2	7	21	500.4398884
2009	2	8	0	527.4164368
2009	2	8	3	518.0198185
2009	2	8	6	515.542656
2009	2	8	9	517.1732956
2009	2	8	12	504.9832969
2009	2	8	15	500.8196586
2009	2	8	18	469.1976803
2009	2	8	21	467.9306255
2009	2	9	0	451.3288079
2009	2	9	3	392.7790699
2009	2	9	6	403.1090579
2009	2	9	9	419.9831989
2009	2	9	12	393.6733785
2009	2	9	15	353.8812036
2009	2	9	18	368.6494725
2009	2	9	21	378.8381372
2009	2	10	0	314.7917983
2009	2	10	3	203.4516795
2009	2	10	6	221.1998711
2009	2	10	9	249.5213223
2009	2	10	12	261.3457321
2009	2	10	15	284.5502105
2009	2	10	18	336.7546486
2009	2	10	21	379.332867
2009	2	11	0	356.7457011
2009	2	11	3	267.4425687
2009	2	11	6	254.7694167
2009	2	11	9	247.3621454
2009	2	11	12	273.0813754
2009	2	11	15	353.1506431
2009	2	11	18	402.6754145
2009	2	11	21	427.8949662
2009	2	12	0	399.0360326
2009	2	12	3	315.9596226
2009	2	12	6	309.5167281
2009	2	12	9	287.2285096
2009	2	12	12	248.3742755
2009	2	12	15	279.8725961
2009	2	12	18	386.8214678
2009	2	12	21	401.5920856
2009	2	13	0	372.0742156
2009	2	13	3	292.1144535
2009	2	13	6	303.7649914
2009	2	13	9	306.1107123
2009	2	13	12	309.8842597
2009	2	13	15	361.6093339
2009	2	13	18	402.4051632
2009	2	13	21	386.4390332
2009	2	14	0	352.414155
2009	2	14	3	263.9349726
2009	2	14	6	247.1741405
2009	2	14	9	259.7142857
2009	2	14	12	252.4399966
2009	2	14	15	279.7739762
2009	2	14	18	359.9718691
2009	2	14	21	394.7827813
2009	2	15	0	333.0711077
2009	2	15	3	178.9133052
2009	2	15	6	228.9284274
2009	2	15	9	297.1078587
2009	2	15	12	297.7955696
2009	2	15	15	308.9648261
2009	2	15	18	398.7892332
2009	2	15	21	439.2887119
2009	2	16	0	442.4611126
2009	2	16	3	419.9743695
2009	2	16	6	456.6548307
2009	2	16	9	465.56104
2009	2	16	12	455.5619499
2009	2	16	15	467.3336614
2009	2	16	18	455.5454205
2009	2	16	21	459.9937496
2009	2	17	0	452.2278979
2009	2	17	3	421.8323877
2009	2	17	6	398.1984476
2009	2	17	9	381.3658672
2009	2	17	12	370.2653241
2009	2	17	15	387.165659
2009	2	17	18	410.8019787
2009	2	17	21	426.9779035
2009	2	18	0	384.5963659
2009	2	18	3	269.2929809
2009	2	18	6	239.8542084
2009	2	18	9	214.3925875
2009	2	18	12	215.0333513
2009	2	18	15	282.1180932
2009	2	18	18	404.4098454
2009	2	18	21	442.1349124
2009	2	19	0	379.6070568
2009	2	19	3	222.9939717
2009	2	19	6	204.518547
2009	2	19	9	191.43039
2009	2	19	12	185.2040586
2009	2	19	15	245.7660557
2009	2	19	18	376.3459596
2009	2	19	21	426.3785473
2009	2	20	0	347.8236592
2009	2	20	3	167.3074842
2009	2	20	6	157.763671
2009	2	20	9	155.2141561
2009	2	20	12	184.6546228
2009	2	20	15	295.2410073
2009	2	20	18	402.1973252
2009	2	20	21	432.7607079
2009	2	21	0	379.092873
2009	2	21	3	228.840855
2009	2	21	6	207.0993454
2009	2	21	9	192.0579381
2009	2	21	12	242.0983899
2009	2	21	15	356.1705721
2009	2	21	18	418.7794126
2009	2	21	21	431.9457598
2009	2	22	0	411.5590256
2009	2	22	3	378.2577602
2009	2	22	6	448.2796524
2009	2	22	9	508.9419039
2009	2	22	12	539.8102176
2009	2	22	15	557.5338612
2009	2	22	18	577.1474959
2009	2	22	21	581.3786927
2009	2	23	0	553.8952015
2009	2	23	3	511.9202321
2009	2	23	6	525.9082366
2009	2	23	9	517.8641907
2009	2	23	12	535.2934724
2009	2	23	15	528.6670938
2009	2	23	18	540.9702551
2009	2	23	21	548.1649498
2009	2	24	0	512.0409237
2009	2	24	3	403.318224
2009	2	24	6	366.8780338
2009	2	24	9	409.037651
2009	2	24	12	427.4101201
2009	2	24	15	474.3230366
2009	2	24	18	497.7726706
2009	2	24	21	525.3080724
2009	2	25	0	524.8877482
2009	2	25	3	502.0469303
2009	2	25	6	456.4474472
2009	2	25	9	360.0842551
2009	2	25	12	378.1601978
2009	2	25	15	439.7802614
2009	2	25	18	439.7970796
2009	2	25	21	451.318959
2009	2	26	0	430.7387336
2009	2	26	3	359.7161387
2009	2	26	6	369.8817262
2009	2	26	9	373.8053976
2009	2	26	12	360.3311412
2009	2	26	15	298.1395103
2009	2	26	18	269.291063
2009	2	26	21	280.652717
2009	2	27	0	229.7516762
2009	2	27	3	117.3073616
2009	2	27	6	138.9715345
2009	2	27	9	140.2985959
2009	2	27	12	163.3567308
2009	2	27	15	249.3930454
2009	2	27	18	341.6766926
2009	2	27	21	385.3271744
2009	2	28	0	350.2708154
2009	2	28	3	225.1862607
2009	2	28	6	231.9287551
2009	2	28	9	229.065677
2009	2	28	12	271.8637438
2009	2	28	15	361.1032629
2009	2	28	18	380.791083
2009	2	28	21	415.4055184
2009	3	1	0	404.03469
2009	3	1	3	334.3621326
2009	3	1	6	367.7237514
2009	3	1	9	385.2081831
2009	3	1	12	385.8833016
2009	3	1	15	405.427828
2009	3	1	18	438.9391971
2009	3	1	21	543.6182362
2009	3	2	0	560.5131036
2009	3	2	3	450.5975446
2009	3	2	6	471.6553971
2009	3	2	9	452.1881203
2009	3	2	12	466.2131143
2009	3	2	15	506.7046937
2009	3	2	18	560.7011987
2009	3	2	21	639.0703377
2009	3	3	0	528.5909151
2009	3	3	3	407.636946
2009	3	3	6	388.2511389
2009	3	3	9	352.9142305
2009	3	3	12	364.1339283
2009	3	3	15	397.442842
2009	3	3	18	391.4629397
2009	3	3	21	404.2364152
2009	3	4	0	398.5668973
2009	3	4	3	410.4910067
2009	3	4	6	405.0514503
2009	3	4	9	393.1156903
2009	3	4	12	373.5249229
2009	3	4	15	356.1730464
2009	3	4	18	330.1493186
2009	3	4	21	316.4350042
2009	3	5	0	311.8231619
2009	3	5	3	253.3909661
2009	3	5	6	216.4546044
2009	3	5	9	232.5266107
2009	3	5	12	276.2602351
2009	3	5	15	321.4265667
2009	3	5	18	335.8586399
2009	3	5	21	348.9002851
2009	3	6	0	345.1527109
2009	3	6	3	334.4256765
2009	3	6	6	327.640322
2009	3	6	9	323.0286328
2009	3	6	12	330.7704149
2009	3	6	15	349.6760284
2009	3	6	18	365.78483
2009	3	6	21	368.8495269
2009	3	7	0	333.657941
2009	3	7	3	262.6387916
2009	3	7	6	276.2815328
2009	3	7	9	288.7765091
2009	3	7	12	319.9280703
2009	3	7	15	352.9922014
2009	3	7	18	361.3404257
2009	3	7	21	388.0670913
2009	3	8	0	371.9458842
2009	3	8	3	279.5814698
2009	3	8	6	286.771439
2009	3	8	9	309.3931878
2009	3	8	12	362.7489965
2009	3	8	15	430.9711955
2009	3	8	18	468.1969318
2009	3	8	21	470.2590024
2009	3	9	0	417.7275891
2009	3	9	3	335.8383211
2009	3	9	6	317.2696109
2009	3	9	9	302.964458
2009	3	9	12	278.2212677
2009	3	9	15	251.0521194
2009	3	9	18	274.2112012
2009	3	9	21	296.6692429
2009	3	10	0	255.101721
2009	3	10	3	171.4594631
2009	3	10	6	180.090061
2009	3	10	9	178.5382558
2009	3	10	12	197.0285584
2009	3	10	15	277.2310016
2009	3	10	18	360.3995078
2009	3	10	21	404.6836164
2009	3	11	0	361.0763736
2009	3	11	3	246.9593424
2009	3	11	6	232.9011845
2009	3	11	9	223.9266295
2009	3	11	12	259.4885791
2009	3	11	15	373.425672
2009	3	11	18	427.352799
2009	3	11	21	430.6695733
2009	3	12	0	366.7920753
2009	3	12	3	209.4242615
2009	3	12	6	196.4226643
2009	3	12	9	192.9619614
2009	3	12	12	232.8132067
2009	3	12	15	340.207837
2009	3	12	18	386.8093356
2009	3	12	21	396.2123117
2009	3	13	0	352.8794294
2009	3	13	3	211.4924182
2009	3	13	6	209.3380068
2009	3	13	9	210.166644
2009	3	13	12	247.8785651
2009	3	13	15	344.5209423
2009	3	13	18	398.8267169
2009	3	13	21	429.6605959
2009	3	14	0	386.1168589
2009	3	14	3	250.3072826
2009	3	14	6	259.4572924
2009	3	14	9	279.5937003
2009	3	14	12	315.2727086
2009	3	14	15	380.4105432
2009	3	14	18	390.4424599
2009	3	14	21	441.1044728
2009	3	15	0	412.8190797
2009	3	15	3	290.3155312
2009	3	15	6	277.9114532
2009	3	15	9	302.5923751
2009	3	15	12	356.0887487
2009	3	15	15	399.9911094
2009	3	15	18	423.3420736
2009	3	15	21	490.7564452
2009	3	16	0	470.0491362
2009	3	16	3	376.936427
2009	3	16	6	474.1021351
2009	3	16	9	480.1978794
2009	3	16	12	473.1434673
2009	3	16	15	463.3894768
2009	3	16	18	468.6244551
2009	3	16	21	496.6645268
2009	3	17	0	462.0327793
2009	3	17	3	329.680076
2009	3	17	6	298.3266112
2009	3	17	9	296.1097513
2009	3	17	12	359.6607863
2009	3	17	15	460.9578244
2009	3	17	18	465.9787741
2009	3	17	21	506.367737
2009	3	18	0	473.9992786
2009	3	18	3	383.5217494
2009	3	18	6	370.9254773
2009	3	18	9	361.6810855
2009	3	18	12	391.7490227
2009	3	18	15	450.7083226
2009	3	18	18	467.2118828
2009	3	18	21	536.0218884
2009	3	19	0	545.0332962
2009	3	19	3	483.3498984
2009	3	19	6	478.4797882
2009	3	19	9	461.605977
2009	3	19	12	453.4949342
2009	3	19	15	500.2607083
2009	3	19	18	524.9385803
2009	3	19	21	638.3853749
2009	3	20	0	668.0365173
2009	3	20	3	480.3322139
2009	3	20	6	459.119508
2009	3	20	9	455.7430899
2009	3	20	12	458.4199665
2009	3	20	15	462.3827315
2009	3	20	18	528.9601088
2009	3	20	21	638.1004719
2009	3	21	0	511.6058305
2009	3	21	3	425.8951549
2009	3	21	6	457.8287305
2009	3	21	9	471.6964331
2009	3	21	12	477.311615
2009	3	21	15	496.3926896
2009	3	21	18	480.651237
2009	3	21	21	454.4840644
2009	3	22	0	436.6750322
2009	3	22	3	472.3182832
2009	3	22	6	478.3828754
2009	3	22	9	465.7961891
2009	3	22	12	434.6173856
2009	3	22	15	435.128288
2009	3	22	18	439.4940559
2009	3	22	21	450.2127012
2009	3	23	0	443.5407
2009	3	23	3	423.2806629
2009	3	23	6	407.9962176
2009	3	23	9	350.9174979
2009	3	23	12	333.0360785
2009	3	23	15	402.2168985
2009	3	23	18	416.5877285
2009	3	23	21	414.4157218
2009	3	24	0	418.0384033
2009	3	24	3	412.9861761
2009	3	24	6	426.6527137
2009	3	24	9	427.2386441
2009	3	24	12	437.454619
2009	3	24	15	460.1959902
2009	3	24	18	487.0262276
2009	3	24	21	524.0591822
2009	3	25	0	490.628439
2009	3	25	3	486.4053978
2009	3	25	6	489.3390122
2009	3	25	9	459.2519939
2009	3	25	12	392.6994113
2009	3	25	15	349.9158477
2009	3	25	18	353.1769704
2009	3	25	21	370.348345
2009	3	26	0	339.3121343
2009	3	26	3	254.9124586
2009	3	26	6	238.0992894
2009	3	26	9	223.8782535
2009	3	26	12	240.7141635
2009	3	26	15	290.2192184
2009	3	26	18	336.2655583
2009	3	26	21	355.4302982
2009	3	27	0	343.0580382
2009	3	27	3	292.2529606
2009	3	27	6	306.2082019
2009	3	27	9	308.7091041
2009	3	27	12	325.9282653
2009	3	27	15	357.714336
2009	3	27	18	407.0260106
2009	3	27	21	492.2756809
2009	3	28	0	495.6163514
2009	3	28	3	423.2316429
2009	3	28	6	439.9543161
2009	3	28	9	449.860488
2009	3	28	12	464.7319142
2009	3	28	15	502.7050541
2009	3	28	18	437.8599358
2009	3	28	21	314.6333267
2009	3	29	0	266.0607482
2009	3	29	3	284.5434263
2009	3	29	6	310.0836374
2009	3	29	9	319.5282024
2009	3	29	12	336.3083353
2009	3	29	15	361.2918333
2009	3	29	18	384.4395914
2009	3	29	21	400.1730311
2009	3	30	0	350.6632212
2009	3	30	3	239.8194937
2009	3	30	6	230.8982716
2009	3	30	9	235.7017251
2009	3	30	12	250.9588417
2009	3	30	15	335.9582772
2009	3	30	18	385.9359473
2009	3	30	21	404.8819063
2009	3	31	0	416.5331014
2009	3	31	3	384.2041548
2009	3	31	6	391.9498472
2009	3	31	9	391.1822437
2009	3	31	12	365.0665111
2009	3	31	15	347.6645391
2009	3	31	18	358.2451021
2009	3	31	21	376.2264248
2009	4	1	0	359.3778634
2009	4	1	3	306.4544262
2009	4	1	6	294.6931795
2009	4	1	9	315.2342085
2009	4	1	12	335.1416902
2009	4	1	15	368.3668582
2009	4	1	18	419.1122588
2009	4	1	21	451.6091885
2009	4	2	0	475.8902065
2009	4	2	3	490.0850747
2009	4	2	6	528.439462
2009	4	2	9	532.8159614
2009	4	2	12	514.5460619
2009	4	2	15	480.8086989
2009	4	2	18	439.7021927
2009	4	2	21	406.3383143
2009	4	3	0	388.8933684
2009	4	3	3	373.160234
2009	4	3	6	389.1866643
2009	4	3	9	394.2828277
2009	4	3	12	406.3785723
2009	4	3	15	437.2234376
2009	4	3	18	438.2889061
2009	4	3	21	451.818034
2009	4	4	0	468.536151
2009	4	4	3	461.6312859
2009	4	4	6	439.1315283
2009	4	4	9	447.4343185
2009	4	4	12	450.4653898
2009	4	4	15	420.6567704
2009	4	4	18	420.8823941
2009	4	4	21	435.2991565
2009	4	5	0	443.3445575
2009	4	5	3	405.0453494
2009	4	5	6	368.4460481
2009	4	5	9	361.8818257
2009	4	5	12	370.6977124
2009	4	5	15	406.6270029
2009	4	5	18	428.9727243
2009	4	5	21	480.7695325
2009	4	6	0	423.8464767
2009	4	6	3	294.5393056
2009	4	6	6	288.5992119
2009	4	6	9	272.2050207
2009	4	6	12	285.7231489
2009	4	6	15	344.8357253
2009	4	6	18	406.2797949
2009	4	6	21	495.6691689
2009	4	7	0	499.3935125
2009	4	7	3	423.6344393
2009	4	7	6	399.1328008
2009	4	7	9	365.2679955
2009	4	7	12	369.2288589
2009	4	7	15	445.0829497
2009	4	7	18	490.0719939
2009	4	7	21	587.7746383
2009	4	8	0	499.3734159
2009	4	8	3	503.6927848
2009	4	8	6	531.5130832
2009	4	8	9	550.6069885
2009	4	8	12	554.1716443
2009	4	8	15	573.4498668
2009	4	8	18	627.3087597
2009	4	8	21	659.6581802
2009	4	9	0	654.7639334
2009	4	9	3	539.9428455
2009	4	9	6	517.2020861
2009	4	9	9	488.6395194
2009	4	9	12	478.8163503
2009	4	9	15	521.7894371
2009	4	9	18	594.7904646
2009	4	9	21	568.7817905
2009	4	10	0	525.4030219
2009	4	10	3	493.5512461
2009	4	10	6	483.6387944
2009	4	10	9	476.3524949
2009	4	10	12	488.5925207
2009	4	10	15	560.0535178
2009	4	10	18	646.1839329
2009	4	10	21	656.0783505
2009	4	11	0	612.3141904
2009	4	11	3	563.9337753
2009	4	11	6	542.7501606
2009	4	11	9	509.420735
2009	4	11	12	486.1592187
2009	4	11	15	512.2723015
2009	4	11	18	540.7815005
2009	4	11	21	600.1303752
2009	4	12	0	545.876319
2009	4	12	3	441.3917518
2009	4	12	6	407.0852939
2009	4	12	9	398.721272
2009	4	12	12	422.0647774
2009	4	12	15	483.3575507
2009	4	12	18	539.5021418
2009	4	12	21	614.5053057
2009	4	13	0	589.7382057
2009	4	13	3	531.2091303
2009	4	13	6	517.2098324
2009	4	13	9	519.5545244
2009	4	13	12	566.2676153
2009	4	13	15	648.2694643
2009	4	13	18	684.0368176
2009	4	13	21	716.4115818
2009	4	14	0	744.0694962
2009	4	14	3	653.8596823
2009	4	14	6	631.3188044
2009	4	14	9	570.1452513
2009	4	14	12	580.6532152
2009	4	14	15	611.3742602
2009	4	14	18	510.0807155
2009	4	14	21	465.5866233
2009	4	15	0	461.8126193
2009	4	15	3	432.7481794
2009	4	15	6	423.0783027
2009	4	15	9	461.7868334
2009	4	15	12	455.1784601
2009	4	15	15	429.9821236
2009	4	15	18	464.408624
2009	4	15	21	537.8936318
2009	4	16	0	573.2551754
2009	4	16	3	514.4431154
2009	4	16	6	517.6714072
2009	4	16	9	512.7051932
2009	4	16	12	531.2362264
2009	4	16	15	548.430976
2009	4	16	18	598.5594932
2009	4	16	21	658.2304564
2009	4	17	0	640.5433572
2009	4	17	3	600.6161221
2009	4	17	6	548.7514172
2009	4	17	9	512.3872705
2009	4	17	12	540.4878907
2009	4	17	15	647.1273319
2009	4	17	18	692.0376027
2009	4	17	21	701.1093922
2009	4	18	0	629.6895278
2009	4	18	3	531.7279337
2009	4	18	6	478.7345972
2009	4	18	9	437.1151745
2009	4	18	12	483.5236327
2009	4	18	15	626.1216904
2009	4	18	18	673.9753548
2009	4	18	21	680.7133439
2009	4	19	0	594.8611565
2009	4	19	3	419.3455246
2009	4	19	6	401.752383
2009	4	19	9	377.0905314
2009	4	19	12	356.922943
2009	4	19	15	394.0653099
2009	4	19	18	510.8275859
2009	4	19	21	591.0715538
2009	4	20	0	538.4638027
2009	4	20	3	397.6592658
2009	4	20	6	395.3146155
2009	4	20	9	373.6583366
2009	4	20	12	406.6728982
2009	4	20	15	554.4727824
2009	4	20	18	647.7053996
2009	4	20	21	688.8639568
2009	4	21	0	560.4601439
2009	4	21	3	336.0085265
2009	4	21	6	345.5626363
2009	4	21	9	335.0741148
2009	4	21	12	381.4561489
2009	4	21	15	543.3884096
2009	4	21	18	662.3098896
2009	4	21	21	690.7909034
2009	4	22	0	563.2873487
2009	4	22	3	385.2949834
2009	4	22	6	373.2837126
2009	4	22	9	369.2983924
2009	4	22	12	431.1304636
2009	4	22	15	585.4474998
2009	4	22	18	634.7715664
2009	4	22	21	628.6477641
2009	4	23	0	587.6840621
2009	4	23	3	487.7613732
2009	4	23	6	488.758314
2009	4	23	9	496.3362394
2009	4	23	12	563.9465343
2009	4	23	15	634.0171309
2009	4	23	18	630.2072122
2009	4	23	21	676.0153945
2009	4	24	0	664.6977528
2009	4	24	3	647.6704388
2009	4	24	6	651.7266524
2009	4	24	9	639.1204032
2009	4	24	12	637.5445463
2009	4	24	15	678.4896814
2009	4	24	18	692.6666399
2009	4	24	21	662.5463646
2009	4	25	0	584.5016011
2009	4	25	3	537.8036695
2009	4	25	6	521.2591153
2009	4	25	9	496.7594353
2009	4	25	12	497.3252613
2009	4	25	15	511.6621989
2009	4	25	18	481.6136004
2009	4	25	21	464.8182121
2009	4	26	0	395.9562426
2009	4	26	3	335.4733913
2009	4	26	6	358.8081174
2009	4	26	9	359.586787
2009	4	26	12	400.0051389
2009	4	26	15	509.4252487
2009	4	26	18	540.876289
2009	4	26	21	569.2566143
2009	4	27	0	532.6559698
2009	4	27	3	435.8736165
2009	4	27	6	441.7164487
2009	4	27	9	428.1925561
2009	4	27	12	460.9288068
2009	4	27	15	565.6733354
2009	4	27	18	632.5067141
2009	4	27	21	611.1763386
2009	4	28	0	568.9971411
2009	4	28	3	570.0699471
2009	4	28	6	532.3316049
2009	4	28	9	485.8664277
2009	4	28	12	502.9404079
2009	4	28	15	601.2613961
2009	4	28	18	572.5800122
2009	4	28	21	525.5130257
2009	4	29	0	514.358296
2009	4	29	3	505.6235229
2009	4	29	6	463.582005
2009	4	29	9	432.6530736
2009	4	29	12	447.915935
2009	4	29	15	532.0523126
2009	4	29	18	604.2680865
2009	4	29	21	584.9340547
2009	4	30	0	505.0954081
2009	4	30	3	472.7200272
2009	4	30	6	458.5194295
2009	4	30	9	470.4754827
2009	4	30	12	545.9714163
2009	4	30	15	675.5130446
2009	4	30	18	752.1579313
2009	4	30	21	815.9337663
2009	5	1	0	835.3067228
2009	5	1	3	757.9677174
2009	5	1	6	709.8796259
2009	5	1	9	731.8719559
2009	5	1	12	755.6833261
2009	5	1	15	810.5778266
2009	5	1	18	842.0107112
2009	5	1	21	784.5237026
2009	5	2	0	731.5546969
2009	5	2	3	691.485446
2009	5	2	6	645.9261565
2009	5	2	9	607.0025988
2009	5	2	12	647.6504575
2009	5	2	15	757.4642445
2009	5	2	18	792.2459597
2009	5	2	21	774.3717782
2009	5	3	0	810.7225268
2009	5	3	3	790.9786715
2009	5	3	6	771.6487831
2009	5	3	9	777.1082739
2009	5	3	12	730.1322243
2009	5	3	15	687.1305963
2009	5	3	18	673.01607
2009	5	3	21	680.9446252
2009	5	4	0	674.4732951
2009	5	4	3	656.1586887
2009	5	4	6	658.3952873
2009	5	4	9	667.6077677
2009	5	4	12	723.4304086
2009	5	4	15	850.6530251
2009	5	4	18	860.1830961
2009	5	4	21	771.4385192
2009	5	5	0	703.2674541
2009	5	5	3	659.7717436
2009	5	5	6	614.1885185
2009	5	5	9	574.3309989
2009	5	5	12	613.1709648
2009	5	5	15	721.2918166
2009	5	5	18	728.2647919
2009	5	5	21	762.400257
2009	5	6	0	777.4222985
2009	5	6	3	765.6724818
2009	5	6	6	693.7473412
2009	5	6	9	662.7890408
2009	5	6	12	708.4807841
2009	5	6	15	850.0437796
2009	5	6	18	806.4442719
2009	5	6	21	760.6992767
2009	5	7	0	675.4882492
2009	5	7	3	606.5213639
2009	5	7	6	532.2437688
2009	5	7	9	450.8585624
2009	5	7	12	418.5486932
2009	5	7	15	439.9225581
2009	5	7	18	477.8825431
2009	5	7	21	501.723298
2009	5	8	0	466.212575
2009	5	8	3	385.5997982
2009	5	8	6	352.8478555
2009	5	8	9	351.2469835
2009	5	8	12	382.1306512
2009	5	8	15	470.8522932
2009	5	8	18	548.6979773
2009	5	8	21	612.485161
2009	5	9	0	593.3097279
2009	5	9	3	519.2404215
2009	5	9	6	512.7819959
2009	5	9	9	446.6149043
2009	5	9	12	453.3729305
2009	5	9	15	543.1956273
2009	5	9	18	572.7533644
2009	5	9	21	580.4418827
2009	5	10	0	544.054606
2009	5	10	3	460.9548717
2009	5	10	6	456.5886154
2009	5	10	9	444.0790826
2009	5	10	12	480.7498809
2009	5	10	15	638.0751879
2009	5	10	18	781.8404487
2009	5	10	21	851.3914432
2009	5	11	0	778.2602301
2009	5	11	3	651.0112673
2009	5	11	6	630.753818
2009	5	11	9	596.085154
2009	5	11	12	599.6015461
2009	5	11	15	637.1933997
2009	5	11	18	578.518693
2009	5	11	21	564.2918178
2009	5	12	0	537.0014095
2009	5	12	3	512.3047987
2009	5	12	6	473.1267634
2009	5	12	9	445.1146901
2009	5	12	12	400.5580818
2009	5	12	15	371.8709435
2009	5	12	18	421.2943187
2009	5	12	21	466.0513882
2009	5	13	0	408.5309972
2009	5	13	3	286.2622229
2009	5	13	6	288.2410948
2009	5	13	9	303.0279645
2009	5	13	12	366.6423387
2009	5	13	15	521.7913976
2009	5	13	18	638.6390212
2009	5	13	21	720.5207345
2009	5	14	0	694.8166082
2009	5	14	3	641.1454834
2009	5	14	6	707.7743665
2009	5	14	9	644.3830243
2009	5	14	12	654.8430853
2009	5	14	15	783.2359246
2009	5	14	18	772.143454
2009	5	14	21	759.9998396
2009	5	15	0	687.250221
2009	5	15	3	541.3743042
2009	5	15	6	489.3993661
2009	5	15	9	463.3433317
2009	5	15	12	520.6847995
2009	5	15	15	704.8489838
2009	5	15	18	756.3027323
2009	5	15	21	753.9179104
2009	5	16	0	633.1899826
2009	5	16	3	448.0834214
2009	5	16	6	412.3720588
2009	5	16	9	385.589388
2009	5	16	12	439.6051464
2009	5	16	15	629.2098853
2009	5	16	18	786.4175096
2009	5	16	21	921.5515254
2009	5	17	0	796.8313782
2009	5	17	3	434.0482878
2009	5	17	6	413.7374221
2009	5	17	9	397.3080763
2009	5	17	12	477.477292
2009	5	17	15	728.4377163
2009	5	17	18	905.6952176
2009	5	17	21	984.6192722
2009	5	18	0	891.442554
2009	5	18	3	660.004413
2009	5	18	6	599.3871673
2009	5	18	9	594.5862975
2009	5	18	12	665.9849682
2009	5	18	15	868.7712526
2009	5	18	18	926.8206697
2009	5	18	21	866.929395
2009	5	19	0	850.7330165
2009	5	19	3	788.6119791
2009	5	19	6	748.3129281
2009	5	19	9	754.8955867
2009	5	19	12	834.7625905
2009	5	19	15	969.9686412
2009	5	19	18	890.9732778
2009	5	19	21	870.5325539
2009	5	20	0	794.9159873
2009	5	20	3	649.5371602
2009	5	20	6	583.1901029
2009	5	20	9	535.2283955
2009	5	20	12	592.5781995
2009	5	20	15	797.7342436
2009	5	20	18	943.0485059
2009	5	20	21	1011.976132
2009	5	21	0	890.9005794
2009	5	21	3	670.3250036
2009	5	21	6	613.9628268
2009	5	21	9	576.9961561
2009	5	21	12	644.169757
2009	5	21	15	865.7369159
2009	5	21	18	958.03779
2009	5	21	21	952.1738385
2009	5	22	0	797.1875483
2009	5	22	3	540.5304927
2009	5	22	6	503.8684945
2009	5	22	9	508.3823225
2009	5	22	12	642.4721958
2009	5	22	15	939.8223391
2009	5	22	18	994.6405607
2009	5	22	21	986.3885202
2009	5	23	0	941.6470467
2009	5	23	3	864.0147591
